WGS84 UTM 19N
38.29578044859227 -5.643604104407132 16.754
48.664531740651 -6.828274902887642 16.752
46.29533108678879 -6.491375979036093 16.785
51.33000097266631 -7.030588558875024 16.788
53.76631478697527 -7.245702102780342 16.776
56.374511857982725 -7.542264919728041 16.762
58.94619506003801 -7.834829240106046 16.762
61.64859677478671 -8.207815513946116 16.755
63.87915319832973 -8.781993520446122 16.739
65.11722359934356 -9.788203693926334 16.74
64.7431463013636 -11.115305807441473 16.761
63.31035790487658 -11.493142456747591 16.742
61.22417497378774 -11.277508965693414 16.697
58.689136493136175 -11.075367105193436 16.747
56.10714989172993 -10.828842514194548 16.739
53.47913879342377 -10.500920708291233 16.701
48.53342600225005 -9.973188892938197 16.716
51.03781020385213 -10.211607050150633 16.678
45.96608520462178 -9.689988493919373 16.709
43.37076252326369 -9.427694101817906 16.747
40.78718255471904 -9.153345935046673 16.741
38.23204662126955 -8.839582661166787 16.766
35.56035400694236 -8.519823390059173 16.787
33.009176521445625 -8.230848618783057 16.755
30.47521704970859 -7.985512979328632 16.773
28.132975595304742 -7.760393101722002 16.752
25.365617149858736 -7.422810230404139 16.749
22.770449621544685 -7.154339078813791 16.726
20.314246573136188 -6.910940224304795 16.714
17.9174270426156 -6.6721089873462915 16.712
15.420004893152509 -6.338172445073724 16.716
12.822890839597676 -6.239404127933085 16.733
11.334244612779003 -6.83806109149009 16.727
11.421932732278947 -8.000757495872676 16.737
12.691442319308408 -8.84726623352617 16.737
14.709509518113919 -9.224796532653272 16.75
19.902703861007467 -9.922310904599726 16.718
17.493701278348453 -9.621446391567588 16.726
22.549625198240392 -10.226025672629476 16.722
25.121847505273763 -10.497010683640838 16.72
27.815277711604722 -10.771019537001848 16.722
30.160862454562448 -11.045606203377247 16.736
32.809301652247086 -11.380219492129982 16.74
35.34133808029583 -11.702667640522122 16.736
37.89411108684726 -12.019459411501884 16.744
40.57397441775538 -12.286951840855181 16.736
42.987343588029034 -12.50458295084536 16.748
45.41502813831903 -12.790472474880517 16.759
